Accession,Gene Symbol
A6NHS1,N/A
A6NHX0,CASTOR2
A6NIU2,LINC01549
A8MT66,N/A
A8MUI8,N/A
A8MUN3,N/A
A8MWP4,N/A
A8MYP8,CIMAP1B
B2RXH8,HNRNPCL2
C9JQL5,N/A
O00763,ACACB
O60437,PPL
O60687,SRPX2
O60925,PFDN1
O75962,TRIO
P00352,ALDH1A1
P03973,SLPI
P08048,ZFY
P0C0L4,C4A
P0DN78,OPN1MW3
P13765,HLA-DOB
P18825,ADRA2C
P35754,GLRX
P49335,POU3F4
P51957,NEK4
P52434,POLR2H
P52756,RBM5
P55198,MLLT6
P55851,UCP2
P57737,CORO7
P59022,DSCR10
P63215,GNG3
Q08379,GOLGA2
Q14320,FAM50A
Q14442,PIGH
Q15029,EFTUD2
Q15415,RBMY1F
Q15617,OR8G1
Q15697,ZNF174
Q16849,PTPRN
Q2KHT3,CLEC16A
Q2TAL5,SMTNL2
Q5JSH3,WDR44
Q5QJ38,TCHHL1
Q5SRI9,MANEA
Q5T0F9,CC2D1B
Q68CR7,LRRC66
Q6NUQ4,TMEM214
Q6ZN04,MEX3B
Q6ZRU5,N/A
Q6ZS46,N/A
Q6ZSR3,N/A
Q6ZSR9,N/A
Q6ZTK2,N/A
Q709F0,ACAD11
Q75V66,ANO5
Q86TA4,N/A
Q86TL2,STIMATE
Q86WT1,IFT70A
Q8IY45,AMN1
Q8N184,ZNF567
Q8N187,CARF
Q8N2B8,N/A
Q8N371,KDM8
Q8N3T1,GALNT15
Q8N4S7,PAQR4
Q8N4T4,ARHGEF39
Q8N653,LZTR1
Q8N699,MYCT1
Q8N6Y1,PCDH20
Q8N7Z5,ANKRD31
Q8N8Y5,ZFP41
Q8NA96,N/A
Q8TBM8,DNAJB14
Q8WZ55,BSND
Q92552,MRPS27
Q92667,AKAP1
Q93015,NAA80
Q96AV8,E2F7
Q96EL1,INKA1
Q96I13,ABHD8
Q96I59,NARS2
Q96MT0,N/A
Q9BRN9,TM2D3
Q9BSR8,YIPF4
Q9BYH1,SEZ6L
Q9H0B3,IQCN
Q9H1P6,CIMIP1
Q9NQQ7,SLC35C2
Q9NUC0,SERTAD4
Q9NYT6,ZNF226
Q9UBN1,CACNG4
Q9UH65,SWAP70
Q9UI54,PRO0628
Q9UI95,MAD2L2
A0A075B6X5,TRAV18
A0A087WW87,IGKV2-40
A4D1B5,GSAP
O14602,EIF1AY
O43903,GAS2
O60234,GMFG
O60683,PEX10
O75081,CBFA2T3
O75151,PHF2
O75175,CNOT3
O95149,SNUPN
O95780,ZNF682
O95786,RIGI
P01588,EPO
P01715,IGLV3-1
P01876,IGHA1
P02452,COL1A1
P06396,GSN
P07195,LDHB
P07315,CRYGC
P08842,STS
P0CG47,UBB
P0CJ89,DUX4L6
P0DMW5,SMIM10L2B
P10636,MAPT
P12883,MYH7
P18509,ADCYAP1
P19237,TNNI1
P23945,FSHR
P24855,DNASE1
P29320,EPHA3
P47869,GABRA2
P50607,TUB
P53674,CRYBB1
P57087,JAM2
P57727,TMPRSS3
P60893,GPR85
P61964,WDR5
P62888,RPL30
P62993,GRB2
P98194,ATP2C1
Q01534,TSPY1
Q08AD1,CAMSAP2
Q10471,GALNT2
Q15013,MAD2L1BP
Q16620,NTRK2
Q49SQ1,GPR33
Q4G0T1,SCART1
Q5GAN4,RNASE12
Q5JNZ3,ZNF311
Q5JZY3,EPHA10
Q5T5U3,ARHGAP21
Q6KB66,KRT80
Q6P9F7,LRRC8B
Q6QN14,USP17L6P
Q86WC4,OSTM1
Q86YT6,MIB1
Q8IZ20,ZNF683
Q8N972,ZNF709
Q8NFU4,FDCSP
Q8NI37,PPTC7
Q8TAG9,EXOC6
Q8TF27,AGAP11
Q8WV83,SLC35F5
Q92536,SLC7A6
Q92585,MAML1
Q969S2,NEIL2
Q96A35,MRPL24
Q96GA7,SDSL
Q96JB2,COG3
Q96KK3,KCNS1
Q99518,FMO2
Q9BQI5,SGIP1
Q9BS18,ANAPC13
Q9BW60,ELOVL1
Q9BZW8,CD244
Q9GZR7,DDX24
Q9H0U4,RAB1B
Q9H4B0,OSGEPL1
Q9HAI6,TASL
Q9NPI0,TMEM138
Q9NQ50,MRPL40
Q9NQ84,GPRC5C
Q9NR22,PRMT8
Q9NRI7,PPY2P
Q9NRR6,INPP5E
Q9NYL2,MAP3K20
Q9NZ20,PLA2G3
Q9NZ42,PSENEN
Q9P296,C5AR2
Q9UFF9,CNOT8
Q9UJX4,ANAPC5
Q9UK23,NAGPA
Q9UKP6,UTS2R
Q9UNF0,PACSIN2
A0A0B4J248,TRAV1-1
A1L443,NUTM2F
A4D1S5,RAB19
A6QL64,ANKRD36
A8K830,POU2AF3
A9QM74,KPNA7
F5H094,SLCO1B3-SLCO1B7
O15085,ARHGEF11
O15218,GPR182
O43150,ASAP2
O43399,TPD52L2
O60237,PPP1R12B
O60479,DLX3
O75343,GUCY1B2
O75533,SF3B1
O76000,OR2B3
P01375,TNF
P04053,DNTT
P08962,CD63
P0CE67,LINC02877
P10619,CTSA
P15812,CD1E
P17039,ZNF30
P19544,WT1
P20823,HNF1A
P25800,LMO1
P28358,HOXD10
P35247,SFTPD
P35318,ADM
P35408,PTGER4
P37287,PIGA
P51523,ZNF84
P52737,ZNF136
P53794,SLC5A3
P56177,DLX1
P56202,CTSW
P59044,NLRP6
P60568,IL2
P61586,RHOA
P61587,RND3
Q05215,EGR4
Q08397,LOXL1
Q13576,IQGAP2
Q14432,PDE3A
Q15022,SUZ12
Q15836,VAMP3
Q4G0F5,VPS26B
Q5JQS5,OR2B11
Q5T013,HYI
Q5W0N0,C9orf57
Q6GTS8,PM20D1
Q6P161,MRPL54
Q6ZN30,BNC2
Q7L5Y9,MAEA
Q7L622,G2E3
Q7Z2Y5,NRK
Q7Z419,RNF144B
Q86UT8,CENATAC
Q86VW2,ARHGEF25
Q8IX21,SLF2
Q8IZM8,ZNF654
Q8N271,PROM2
Q8N300,SVBP
Q8N9E0,FAM133A
Q8NCM2,KCNH5
Q8NEJ0,DUSP18
Q8NEV9,IL27
Q8NGE1,OR6C4
Q8NGW6,OR6K6
Q8WXI3,ASB10
Q92547,TOPBP1
Q93075,TATDN2
Q969F9,HPS3
Q969X0,RILPL2
Q96AP4,ZUP1
Q96EY5,MVB12A
Q96JH8,RADIL
Q96LA8,PRMT6
Q96PN6,ADCY10
Q96PN7,TRERF1
Q96RC9,OR8B4
Q96T59,CDRT15
Q9BSY9,DESI2
Q9C0C9,UBE2O
Q9GZS1,POLR1E
Q9H6X2,ANTXR1
Q9HBH0,RHOF
Q9NYI0,PSD3
Q9UHA4,LAMTOR3
Q9UHL9,GTF2IRD1
Q9UNX3,RPL26L1
Q9UQ16,DNM3
Q9Y2C4,EXOG
Q9Y3C6,PPIL1
Q9Y3P4,RHBDD3
Q9Y566,SHANK1
Q9Y605,MRFAP1
Q9Y623,MYH4
A0A1B0GTK4,FAM237A
A2A3L6,TTC24
A7XYQ1,SOBP
C9JLW8,MCRIP1
O43505,B4GAT1
O43826,SLC37A4
O60245,PCDH7
O60613,SELENOF
O75140,DEPDC5
O75541,ZNF821
O75871,CEACAM4
O75940,SMNDC1
O95158,NXPH4
O95361,TRIM16
O95721,SNAP29
O95907,SLC16A8
O95967,EFEMP2
O96007,MOCS2
P0C7N8,OR9G9
P0CB33,ZNF735
P0CJ90,DUX4L7
P10646,TFPI
P11117,ACP2
P14410,SI
P36915,GNL1
P49761,CLK3
P49788,RARRES1
P53618,COPB1
P54136,RARS1
P55010,EIF5
P59542,TAS2R19
P60411,KRTAP10-9
Q05209,PTPN12
Q12789,GTF3C1
Q12901,ZNF155
Q13601,KRR1
Q14296,FASTK
Q14973,SLC10A1
Q15796,SMAD2
Q3KR16,PLEKHG6
Q3MJ16,PLA2G4E
Q5TC04,ATP1A1-AS1
Q5THJ4,VPS13D
Q5VT79,ANXA8L1
Q5VWT5,FYB2
Q6JQN1,ACAD10
Q6Y288,B3GLCT
Q6ZQR2,CFAP77
Q7RTP6,MICAL3
Q7Z7L9,ZSCAN2
Q86T29,ZNF605
Q86TP1,PRUNE1
Q8IUL8,CILP2
Q8IYX8,CEP57L1
Q8IZS6,DYNLT2
Q8N4W6,DNAJC22
Q8NCS4,TMEM35B
Q8ND83,SLAIN1
Q8NE01,CNNM3
Q8NF91,SYNE1
Q8NFJ5,GPRC5A
Q8NGY1,OR10Z1
Q8TDI0,CHD5
Q8WUN7,UBTD2
Q8WVF1,OSCP1
Q8WWF5,ZNRF4
Q8WX39,LCN9
Q8WXR4,MYO3B
Q92764,KRT35
Q96BI3,APH1A
Q96IV0,NGLY1
Q9BS91,SLC35A5
Q9BT81,SOX7
Q9BT88,SYT11
Q9BUL5,PHF23
Q9GIP4,SLC7A5P2
Q9GZU3,TMEM39B
Q9H5V9,STEEP1
Q9H9E3,COG4
Q9H9T3,ELP3
Q9HCI7,MSL2
Q9NRX4,PHPT1
Q9NV72,ZNF701
Q9NVH6,TMLHE
Q9NXJ0,MS4A12
Q9NYD6,HOXC10
Q9NYJ8,TAB2
Q9P2S6,ANKMY1
Q9UHI7,SLC23A1
Q9UI10,EIF2B4
Q9ULT6,ZNRF3
Q9Y2E4,DIP2C
Q9Y3M2,CBY1
Q9Y5E1,PCDHB9
Q9Y5H1,PCDHGA2
Q9Y5I0,PCDHA13
A0PJZ0,ANKRD20A5P
A6NGC4,TLCD2
C9JTQ0,ANKRD63
O14796,SH2D1B
O14957,UQCR11
O14981,BTAF1
O15273,TCAP
O60333,KIF1B
O60765,ZNF354A
O75665,OFD1
O94776,MTA2
O96006,ZBED1
P06213,INSR
P09960,LTA4H
P0CL84,STAG3L2
P0DMT0,MRLN
P0DPQ3,PRR20G
P14416,DRD2
P16233,PNLIP
P23975,SLC6A2
P28340,POLD1
P30518,AVPR2
P43005,SLC1A1
P46019,PHKA2
P51172,SCNN1D
P56270,MAZ
P60507,ERVFC1
P62807,H2BC4
P67809,YBX1
P98153,DGCR2
Q01892,SPIB
Q13751,LAMB3
Q14129,DGCR6
Q14956,GPNMB
Q15654,TRIP6
Q2NL67,PARP6
Q3B7J2,GFOD2
Q4FZB7,KMT5B
Q5H9J9,TCP11X2
Q5RIA9,ZNG1E
Q5T4T1,TMEM170B
Q5T7B8,KIF24
Q5T7N2,L1TD1
Q5UAW9,GPR157
Q68DY1,ZNF626
Q6UUV7,CRTC3
Q6UVY6,MOXD1
Q6ZT89,SLC25A48
Q6ZU52,KIAA0408
Q7L1V2,MON1B
Q7Z3K3,POGZ
Q7Z5G4,GOLGA7
Q7Z5P9,MUC19
Q86W24,NLRP14
Q8IVE0,CROCCP3
Q8N0X7,SPART
Q8N139,ABCA6
Q8N328,PGBD3
Q8N9M1,C19orf47
Q8NBE8,KLHL23
Q8NEZ3,WDR19
Q8NG66,NEK11
Q8NGL9,OR4C16
Q8NHC4,OR10J5
Q8TAF8,LHFPL5
Q8TD23,ZNF675
Q8WW52,FAM151A
Q8WWZ4,ABCA10
Q8WX92,NELFB
Q969V4,TEKT1
Q96AQ9,FAM131C
Q96HH6,TMEM19
Q96IQ7,VSIG2
Q96M83,CCDC7
Q96SF7,TBX15
Q99558,MAP3K14
Q9BY08,EBPL
Q9GZN2,TGIF2
Q9GZY4,COA1
Q9HBV1,POPDC3
Q9NST1,PNPLA3
Q9NYB5,SLCO1C1
Q9NZD1,GPRC5D
Q9P021,CRIPT
Q9P246,STIM2
Q9P278,FNIP2
Q9UGI6,KCNN3
Q9UHA7,IL36A
Q9UIE0,ZNF230
Q9UJY1,HSPB8
Q9UKL4,GJD2
Q9ULD8,KCNH3
Q9ULW2,FZD10
Q9UMX2,OAZ3
Q9Y240,CLEC11A
Q9Y4D1,DAAM1
Q9Y6J9,TAF6L
Q9Y6Y8,SEC23IP
A0A8I5KQE6,RPSA2
O14525,ASTN1
O14804,TAAR5
O14828,SCAMP3
O15127,SCAMP2
O15354,GPR37
O15391,YY2
O15392,BIRC5
O43280,TREH
O43493,TGOLN2
O43586,PSTPIP1
O43716,GATC
O43749,OR1F1
O94953,KDM4B
O95970,LGI1
P00450,CP
P00749,PLAU
P05026,ATP1B1
P05230,FGF1
P09871,C1S
P0DP57,SLURP2
P12645,BMP3
P21854,CD72
P35348,ADRA1A
P35523,CLCN1
P36896,ACVR1B
P46060,RANGAP1
P48436,SOX9
P51946,CCNH
P52742,ZNF135
P54578,USP14
P55064,AQP5
P55286,CDH8
P60409,KRTAP10-7
P60510,PPP4C
Q13227,GPS2
Q149N8,SHPRH
Q15554,TERF2
Q16570,ACKR1
Q16610,ECM1
Q2KHT4,GSG1
Q5H9F3,BCORL1
Q5SRH9,TTC39A
Q5T0W9,FAM83B
Q5T6V5,QNG1
Q5TC84,OGFRL1
Q5TGL8,PXDC1
Q5W5W9,RESP18
Q68DV7,RNF43
Q68J44,DUSP29
Q6DN12,MCTP2
Q6EKJ0,GTF2IRD2B
Q6PDA7,SPAG11A
Q6QEF8,CORO6
Q6T4P5,PLPPR3
Q6UWS5,PET117
Q6UXV3,UNQ6126/PRO20091
Q6ZN08,ZNF66
Q7Z6V5,ADAT2
Q86Y39,NDUFA11
Q8IZU1,FAM9A
Q8N370,SLC43A2
Q8N3J9,ZNF664
Q8N4Q1,CHCHD4
Q8NHU6,TDRD7
Q8TDY8,IGDCC4
Q8TEB7,RNF128
Q8WVF5,KCTD4
Q8WXF8,DEDD2
Q96CS4,ZNF689
Q96H22,CENPN
Q96R54,OR14A2
Q96SW2,CRBN
Q96T60,PNKP
Q9BQ90,KLHDC3
Q9BRK4,LZTS2
Q9BVC6,TMEM109
Q9BWL3,C1orf43
Q9BYT1,SLC17A9
Q9C0H9,SRCIN1
Q9GZS0,DNAI2
Q9GZX6,IL22
Q9H2G9,BLZF1
Q9H3C7,GGNBP2
Q9H3S7,PTPN23
Q9HA65,TBC1D17
Q9NUD9,PIGV
Q9NZJ7,MTCH1
Q9NZW4,DSPP
Q9P2J5,LARS1
Q9UHV2,SERTAD1
Q9UPR6,ZFR2
Q9Y2R0,COA3
Q9Y3I1,FBXO7
Q9Y3Q4,HCN4
Q9Y4Z2,NEUROG3
Q9Y5K1,SPO11
Q9Y6F8,CDY1
A0A075B6J9,IGLV2-18
A0A075B6W5,TRAV23DV6
A0AV02,SLC12A8
A1L3X4,MT1DP
A4D1P6,WDR91
A6NFX1,MFSD2B
A6NIK2,LRRC10B
F5H284,PPIAL4D
O43448,KCNAB3
O43790,KRT86
O75051,PLXNA2
O75438,NDUFB1
O94759,TRPM2
O95170,FBXW10B
O95260,ATE1
P07910,HNRNPC
P0CJ74,MTRNR2L7
P0DTE2,IGHV8-51-1
P12081,HARS1
P13385,CRIPTO
P14652,HOXB2
P21554,CNR1
P22105,TNXB
P32119,PRDX2
P38159,RBMX
P43307,SSR1
P49069,CAMLG
P49238,CX3CR1
P49327,FASN
P52943,CRIP2
P57054,PIGP
P62269,RPS18
P78368,CSNK1G2
Q01118,SCN7A
Q07326,PIGF
Q07973,CYP24A1
Q13451,FKBP5
Q14667,BLTP2
Q15147,PLCB4
Q2TAA2,IAH1
Q5HYA8,TMEM67
Q5R3F8,ELFN2
Q5T280,SPOUT1
Q5U5X0,LYRM7
Q5VUE5,C1orf53
Q6EEV6,SUMO4
Q6IB77,GLYAT
Q6UW02,CYP20A1
Q6UW10,SFTA2
Q6VMQ6,ATF7IP
Q6ZNA1,ZNF836
Q765I0,UTS2B
Q7Z443,PKD1L3
Q7Z5J1,HSD11B1L
Q7Z7A4,PXK
Q86V85,GPR180
Q86V88,MDP1
Q86XD5,FAM131B
Q86XW9,NME9
Q86YM7,HOMER1
Q8IXR9,C12orf56
Q8IZN3,ZDHHC14
Q8IZY5,BLID
Q8N365,CIART
Q8NBL3,TMEM178A
Q8NE00,TMEM104
Q8NGP4,OR5M3
Q8TA86,RP9
Q8TCT6,SPPL3
Q8TDB4,MGARP
Q8TDX7,NEK7
Q8WXH5,SOCS4
Q92973,TNPO1
Q969S6,TMEM203
Q96A57,TMEM230
Q96EF0,MTMR8
Q96EW2,HSPBAP1
Q96HU8,DIRAS2
Q96NJ5,KLHL32
Q96PD6,MOGAT1
Q99547,MPHOSPH6
Q99616,CCL13
Q9BQN1,FAM83C
Q9BS34,ZNF670
Q9BWW8,APOL6
Q9BYU1,PBX4
Q9C0E4,GRIP2
Q9H336,CRISPLD1
Q9H425,C1orf198
Q9H4A5,GOLPH3L
Q9HAY6,BCO1
Q9NQ39,RPS10P5
Q9NR63,CYP26B1
Q9NXB0,MKS1
Q9UK13,ZNF221
Q9ULH0,KIDINS220
Q9Y2U8,LEMD3
Q9Y3D6,FIS1
A0A0B4J1U6,TRBV9
A0A0B4J235,TRAV13-2
A0A0B4J268,TRAV4
A2RU14,TMEM218
O14976,GAK
O43402,EMC8
O60308,CEP104
O60725,ICMT
O75310,UGT2B11
O75914,PAK3
O76003,GLRX3
O95433,AHSA1
O95626,ANP32D
O95758,PTBP3
O95999,BCL10
P01148,GNRH1
P01584,IL1B
P03956,MMP1
P05177,CYP1A2
P09210,GSTA2
P0C864,DANCR
P0CB38,PABPC4L
P15882,CHN1
P27701,CD82
P27707,DCK
P39086,GRIK1
P41134,ID1
P43246,MSH2
P43366,MAGEB1
P48544,KCNJ5
P50461,CSRP3
P51692,STAT5B
P55259,GP2
P55273,CDKN2D
P59768,GNG2
P98187,CYP4F8
Q02447,SP3
Q13206,DDX10
Q15034,HERC3
Q15746,MYLK
Q16891,IMMT
Q19AV6,ZSWIM7
Q29RF7,PDS5A
Q49AG3,ZBED5
Q53FT3,HIKESHI
Q58WW2,DCAF6
Q5BJE1,CCDC178
Q5SVS4,SLC25A30
Q63HK3,ZKSCAN2
Q6GMV2,SMYD5
Q6J272,CIMIP2A
Q6NUJ5,PWWP2B
Q6PJW8,CNST
Q6ZRP0,PRR23C
Q6ZSB3,LINC00299
Q6ZSZ6,TSHZ1
Q7Z3Y7,KRT28
Q7Z408,CSMD2
Q7Z4G4,TRMT11
Q7Z5A7,TAFA5
Q8IX06,REXO1L1P
Q8N446,ZNF843
Q8N7L0,FAM216B
Q8N987,NECAB1
Q8NCU8,MTLN
Q8NDX6,ZNF740
Q8NEM7,SUPT20H
Q8TAX0,OSR1
Q8TD17,ZNF398
Q92622,RUBCN
Q92839,HAS1
Q96FA3,PELI1
Q96K83,ZNF521
Q96KT6,LINC00208
Q96L34,MARK4
Q96M43,NBPF4
Q99581,FEV
Q9BPZ2,SPIN2B
Q9BQ04,RBM4B
Q9BSH4,TACO1
Q9BTL4,IER2
Q9BX40,LSM14B
Q9BY66,KDM5D
Q9BYG3,NIFK
Q9H2D6,TRIOBP
Q9HCJ6,VAT1L
Q9NP61,ARFGAP3
Q9NW82,WDR70
Q9P2D7,DNAH1
Q9UGF6,OR5V1
Q9UGH3,SLC23A2
Q9UKS7,IKZF2
Q9ULC0,EMCN
Q9UQ26,RIMS2
Q9Y2L6,FRMD4B
Q9Y376,CAB39
Q9Y5V3,MAGED1
A0A1B0GVB3,C7orf78
A3KMH1,VWA8
A6H8Y1,BDP1
A8MV65,VGLL3
A8MWA4,ZNF705EP
B0L3A2,FBXW7-AS1
B1ANH7,IBA57-DT
E9PIF3,NPIPA2
O15063,GARRE1
O15399,GRIN2D
O43432,EIF4G3
P01562,IFNA1
P01877,IGHA2
P04731,MT1A
P0C6A0,ZGLP1
P0DMS9,TMIGD3
P0DP08,IGHV4-38-2
P0DPB6,POLR1D
P11215,ITGAM
P11532,DMD
P14780,MMP9
P20309,CHRM3
P24071,FCAR
P29084,GTF2E2
P35232,PHB1
P51800,CLCNKA
P53667,LIMK1
P62820,RAB1A
Q01638,IL1RL1
Q06265,EXOSC9
Q08345,DDR1
Q107X0,KLKP1
Q13319,CDK5R2
Q13573,SNW1
Q14525,KRT33B
Q15814,TBCC
Q16445,GABRA6
Q16890,TPD52L1
Q3SY17,SLC25A52
Q504Y3,ZCWPW2
Q52LA3,LIN52
Q53EV4,LRRC23
Q5JYT7,KIAA1755
Q5RI15,COX20
Q5T6S3,PHF19
Q5T7W7,TSTD2
Q6DHY5,TBC1D3G
Q6DN14,MCTP1
Q6NS38,ALKBH2
Q6UWP7,LCLAT1
Q6YP21,KYAT3
Q70YC5,ZNF365
Q76KP1,B4GALNT4
Q7Z3E1,TIPARP
Q7Z713,ANKRD37
Q86V40,TRABD2A
Q8IV32,CCDC71
Q8IYS8,BOD1L2
Q8IZP2,ST13P4
Q8N1D5,CFAP107
Q8N326,RPP38-DT
Q8N468,MFSD4A
Q8N4J0,CARNMT1
Q8N4U5,TCP11L2
Q8NBN7,RDH13
Q8NEK8,TENT5D
Q8NGA1,OR1M1
Q8NHP6,MOSPD2
Q8TBN0,RAB3IL1
Q8TD55,PLEKHO2
Q8TEA7,TBCK
Q8TEZ7,PAQR8
Q8WXD5,GEMIN6
Q92526,CCT6B
Q969T4,UBE2E3
Q96A44,SPSB4
Q96AA3,RFT1
Q96BP2,CHCHD1
Q96BT1,C3orf49
Q96FN4,CPNE2
Q96GI7,FAM89A
Q96I27,ZNF625
Q96MT8,CEP63
Q96P53,WDFY2
Q96Q05,TRAPPC9
Q96RV3,PCNX1
Q99575,POP1
Q9BQI3,EIF2AK1
Q9BSQ5,CCM2
Q9BU79,TMEM243
Q9C0B2,CFAP74
Q9GZU1,MCOLN1
Q9NQX1,PRDM5
Q9P2F9,ZNF319
Q9UDV7,ZNF282
Q9UGF5,OR14J1
Q9UL12,SARDH
Q9ULE3,DENND2A
Q9ULL5,PRR12
Q9UMD9,COL17A1
A0A075B6L2,TRGV11
A0A1B0GVD1,FAM237B
A0A8V8TNH8,FAM90A11
A1L4L8,PLAC8L1
A4D0Y5,LINC03043
A6NNW6,ENO4
A8TX70,COL6A5
B3KU38,IQCJ-SCHIP1
D6RF30,GOLGA8K
O00623,PEX12
O15520,FGF10
O43768,ENSA
O60476,MAN1A2
O76087,GAGE7
O76093,FGF18
O95096,NKX2-2
O95372,LYPLA2
O95398,RAPGEF3
P01717,IGLV3-25
P07108,DBI
P0C2L3,FAM163B
P0DP25,CALM3
P0DV60,LCE7A
P0DW12,TAF11L7
P0DY26,DEFB109D
P11474,ESRRA
P13196,ALAS1
P18827,SDC1
P21579,SYT1
P29965,CD40LG
P31947,SFN
P35237,SERPINB6
P43405,SYK
P48023,FASLG
P49683,PRLHR
P49736,MCM2
P49758,RGS6
P51808,DYNLT3
P52803,EFNA5
P54198,HIRA
P59046,NLRP12
P62952,BLCAP
P69891,HBG1
Q04721,NOTCH2
Q12951,FOXI1
Q16236,NFE2L2
Q16651,PRSS8
Q3LHN2,KRTAP19-2
Q5JSP0,FGD3
Q5TAQ9,DCAF8
Q5TGS1,HES3
Q6A1A2,PDPK2P
Q86UB9,TMEM135
Q8IWV8,UBR2
Q8IZX4,TAF1L
Q8NGB8,OR4F15
Q8NH80,OR10D3
Q8WTP8,AEN
Q92665,MRPS31
Q969F0,FATE1
Q969F2,NKD2
Q96CX2,KCTD12
Q96FV2,SCRN2
Q96JM4,LRRIQ1
Q96JY6,PDLIM2
Q96KV7,WDR90
Q96MF4,CCDC140
Q96R08,OR5B12
Q99714,HSD17B10
Q99816,TSG101
Q9BWH2,FUNDC2
Q9BZJ7,GPR62
Q9GZP1,NRSN2
Q9GZS9,CHST5
Q9H0E3,SAP130
Q9H5I5,PIEZO2
Q9NQ79,CRTAC1
Q9NRM0,SLC2A9
Q9NRZ9,HELLS
Q9NTG7,SIRT3
Q9NVP4,DZANK1
Q9NW38,FANCL
Q9NW64,RBM22
Q9NX77,ERVK13-1
Q9NXR8,ING3
Q9NYG5,ANAPC11
Q9NZ56,FMN2
Q9NZM1,MYOF
Q9P299,COPZ2
Q9UBC0,ONECUT1
Q9UJW0,DCTN4
Q9UKA4,AKAP11
Q9ULN7,PNMA8B
Q9UM13,ANAPC10
Q9Y3Y2,CHTOP
Q9Y490,TLN1
Q9Y680,FKBP7
A0A0A0MS05,TRBV5-7
A0A0U1RQE8,GLYATL1B
A4GXA9,EME2
A6NKT7,RGPD3
A6NNX1,RIIAD1
F2Z3F1,C5orf67
O14569,CYB561D2
O15123,ANGPT2
O15484,CAPN5
O43296,ZNF264
O43557,TNFSF14
O60907,TBL1X
O60911,CTSV
O94983,CAMTA2
O95754,SEMA4F
P01106,MYC
P01579,IFNG
P02489,CRYAA
P02745,C1QA
P03915,MT-ND5
P17676,CEBPB
P21730,C5AR1
P21781,FGF7
P30988,CALCR
P30989,NTSR1
P43235,CTSK
P49019,HCAR3
P49321,NASP
P49643,PRIM2
P50616,TOB1
P54296,MYOM2
P56749,CLDN12
P58173,OR2B6
P62256,UBE2H
P62917,RPL8
Q00005,PPP2R2B
Q12830,BPTF
Q14656,TMEM187
Q14D33,RTP5
Q15365,PCBP1
Q15619,OR1C1
Q17R31,TATDN3
Q3KNT9,TMEM95
Q3KNV8,PCGF3
Q3SXM0,DCAF4L1
Q5FYA8,ARSH
Q5I0X4,PEX39
Q5T2T1,MPP7
Q5TGJ6,HDGFL1
Q5TIE3,VWA5B1
Q5U649,C12orf60
Q685J3,MUC17
Q69YQ0,SPECC1L
Q6BEB4,SP5
Q6P1M9,ARMCX5
Q6UW01,CBLN3
Q6UXG3,CD300LG
Q6UY01,LRRC31
Q6W5P4,NPSR1
Q86VP1,TAX1BP1
Q86Y56,DNAAF5
Q8IWZ8,SUGP1
Q8IYD1,GSPT2
Q8N165,PDIK1L
Q8N1I8,CACTIN-AS1
Q8N9H8,EXD3
Q8TAP9,MPLKIP
Q8TAY7,FAM110D
Q8TDI8,TMC1
Q8TE56,ADAMTS17
Q8TF39,ZNF483
Q8WWI5,SLC44A1
Q92879,CELF1
Q969Q6,PPP2R3C
Q96IR2,ZNF845
Q96JB6,LOXL4
Q96JE7,SEC16B
Q96MY1,NOL4L
Q96PB8,LRRC3B
Q96S38,RPS6KC1
Q99836,MYD88
Q9BQB4,SOST
Q9BRK0,REEP2
Q9BSJ6,PIMREG
Q9BXC1,GPR174
Q9BXN6,SPANXD
Q9C099,LRRCC1
Q9H1F0,WFDC10A
Q9H7U1,CCSER2
Q9HAB8,PPCS
Q9NV92,NDFIP2
Q9NYV7,TAS2R16
Q9NZK7,PLA2G2E
Q9UBU2,DKK2
Q9UNY5,ZNF232
Q9Y2P0,ZNF835
Q9Y3B8,REXO2
Q9Y3Q7,ADAM18
Q9Y4E8,USP15
A0A1W2PQ09,TAF11L11
A0A7P0TBJ1,HAPSTR2
O00273,DFFA
O00442,RTCA
O14656,TOR1A
O15040,TECPR2
O43293,DAPK3
O60487,MPZL2
O60814,H2BC12
O75323,NIPSNAP2
O75817,POP7
O95843,GUCA1C
P00492,HPRT1
P01033,TIMP1
P07996,THBS1
P09327,VIL1
P09936,UCHL1
P0CG23,ZNF853
P10767,FGF6
P14317,HCLS1
P20393,NR1D1
P25205,MCM3
P35241,RDX
P37059,HSD17B2
P41231,P2RY2
P41587,VIPR2
P43357,MAGEA3
P46087,NOP2
P49747,COMP
P51449,RORC
P52788,SMS
P52954,LBX1
Q03468,ERCC6
Q13166,CATR1
Q13387,MAPK8IP2
Q13487,SNAPC2
Q13585,GPR50
Q13614,MTMR2
Q14108,SCARB2
Q15043,SLC39A14
Q15700,DLG2
Q15782,CHI3L2
Q53QW1,TEX44
Q5GH76,XKR4
Q5JS54,PSMG4
Q5JWR5,DOP1A
Q5TBE3,C9orf153
Q5VSP4,LCN1P1
Q5VVM6,CCDC30
Q6AHZ1,ZNF518A
Q6ICB0,DESI1
Q6ZMB5,TMEM184A
Q70EL1,USP54
Q7L211,ABHD13
Q7L3V2,RTL10
Q7Z4H3,HDDC2
Q86WN2,IFNE
Q86WZ6,ZNF227
Q86XN8,MEX3D
Q8IVE3,PLEKHH2
Q8IY51,TIGD4
Q8N511,VMA12
