Accession,Gene Symbol
Q9QXT0,Cnpy2
Q9R0N0,Galk1
Q9WV86,Katna1
Q9Z0E1,M1ap
Q9Z131,Sh3bp5
S4R1G7,H2ab3
A0A075B6C7,Trgc4
A0A0A6YXC7,Ighj4
A0A0G2JFL6,Traj27
A0A0J9YUX7,Slc23a4
A0A0U1RQ45,Tmem275
A0A1B0GSU5,Or51f23b
A0A1D5RM15,Zfp930
A0A494BAP1,Vmn1r239-ps
A0A5F8MPU3,C2cd6
A2AGL3,Ryr3
A2AIR5,Grin3a
A2AQ92,Duox1
B1AVK5,Col4a6
E9Q3A5,Vmn2r105
E9Q546,Or52m1
H3BLP0,Vmn1r25
O54984,Get3
P02716,Chrnd
P10649,Gstm1
P25318,Col8a2
P25446,Fas
P35230,Reg3b
P35436,Grin2a
P46099,Klf1
P46660,Ina
P47877,Igfbp2
P97352,S100a13
Q02496,Muc1
Q04887,Sox9
Q08ED5,Ces2f
Q0PMG2,Mdga1
Q14AW5,Nsun7
Q14BP6,Lrrc74b
Q1XH17,Trim72
Q3B807,Tcerg1l
Q3UDF0,Slc2a6
Q3URQ0,Tex10
Q3UXL1,Akr1cl
Q3V300,Kif22
Q499D5,Zfp235
Q60722,Tcf4
Q61093,Cybb
Q61410,Prkg2
Q61878,Prg2
Q62234,Myom1
Q64336,Tbr1
Q6PE54,Dhx40
Q7TQU0,Or2b7
Q7TQZ9,Or4c15b
Q7TR95,Or9g8
Q7TRI8,Or2h15
Q80U22,Rusc2
Q80VN0,Cfap100
Q80Y55,Bsdc1
Q80YR7,Clspn
Q8BGD9,Eif4b
Q8BHP2,Nutm1
Q8BIG2,Lkaaear1
Q8BLY1,Smoc1
Q8BM72,Hspa13
Q8BN78,Zbtb33
Q8BP97,Rhbdd3
Q8BYG9,Epha10
Q8C708,N/A
Q8C8B0,Alx1
Q8CD60,Insyn1
Q8CDT7,Cabcoco1
Q8CFX3,Pcdh1
Q8K004,Spata2
Q8K0C5,Zg16
Q8K2I9,Fbh1
Q8R2C6,Vmn1r21
Q8R2U4,Ntmt1
Q8VF20,Or10ab5
Q8VFJ7,Or9g3
Q8VGT4,Or13a21
Q91VJ5,Pqbp1
Q91WE6,Cdkal1
Q91ZF0,Dnajc24
Q99ME6,Atp1b4
Q99MT8,Mrgprh
Q99P91,Gpnmb
Q9CPZ3,N/A
Q9CZ09,Mettl18
Q9D0P8,Ift27
Q9D173,Tomm7
Q9DAW9,Cnn3
Q9DCA5,Brix1
Q9EQ14,Il23a
Q9ER35,Fn3k
Q9ET30,Tm9sf3
Q9JIX8,Acin1
Q9JK62,Kcnk5
Q9QUQ5,Trpc4
Q9QYR7,Acot3
Q9R0T7,Try4
Q9Z0F6,Rad9a
Q9Z0J1,Reck
Q9Z2F7,Bnip3l
Q9Z2Y2,B4galt2
A0A075B6C1,Trav7-4
A0A087WRH0,Zfp951
A0A0N4SVF2,Rasgef1a
A0A140T8N1,Igkv1-88
A0A140T8P5,Igkv8-24
A0A9L6KE92,Gm58662
A2ANY3,2010106E10Rik
A2RT67,Dennd3
A9Z1V5,Vwa5b1
B1AR51,Dnah9
B2RY83,Hpse2
B7ZMQ6,Siglech
D3YWE3,Vmn2r84
E9PXM3,Vmn1r177
E9Q346,Vmn1r160
E9Q9K5,Trdn
F6RR30,Lipo4
G3X9G7,Zfp809
G5E8Z3,Kplce
J3JS27,Vmn1r194
O08712,Tnfrsf11b
O35257,Prl6a1
O70517,Tcstv2c
O88186,Gp9
O88325,Naglu
O89101,Fgf18
P07091,S100a4
P09027,Hoxd3
P0DJF3,Tmem95
P11835,Itgb2
P13705,Msh3
P18419,Svs4
P23298,Prkch
P24610,Pax3
P31254,Uba1y
P33146,Cdh15
P54775,Psmc4
Q00899,Yy1
Q3U3I9,Znf865
Q3UEI1,Pde4c
Q3UF64,Rnft2
Q3UV74,Itgb2l
Q4QY32,Gm6040
Q5DQQ6,Wfdc13
Q5RJI5,Brsk1
Q6NZI9,Zfp180
Q6RUT7,Uqcc4
Q6X1Y6,Asic3
Q76K27,St6gal2
Q7M753,Pank2
Q80TT2,Baiap3
Q80UV9,Taf1
Q80ZE4,Paqr7
Q812F8,Mgat4b
Q8BFY0,Pirt
Q8BH53,Cfap69
Q8BY89,Slc44a2
Q8BZJ7,Dcun1d2
Q8C428,Tmc7
Q8C7G5,Apoa5
Q8C7I4,Apol9b
Q8CDM8,Fhip2a
Q8CGF1,Arhgap29
Q8CI17,Mab21L3
Q8K1T0,Tmprss3
Q8K3I8,Defb19
Q8K4X7,Agpat4
Q8R284,Vmn1r84
Q8R2C2,Vmn1r8
Q8R344,Ccdc12
Q8R4A3,Dact1
Q8VE33,Gdap1l1
Q8VF29,Or4g17
Q8VG76,Or8b46
Q8VIJ6,Sfpq
Q8VIM6,Strc
Q91VM5,Rbmxl1
Q923J1,Trpm7
Q99LE2,Gpr146
Q99M74,Krt82
Q9CQM2,Kdelr2
Q9CWP8,Pold4
Q9CXL7,Snorc
Q9CZ49,Klhl35
Q9D0F6,Rfc5
Q9D0K1,Pex13
Q9D581,Efcab10
Q9DCL4,Mettl15
Q9EQG5,Bean1
Q9ERK4,Cse1l
Q9JKS5,Habp4
Q9QWI6,Srcin1
Q9R0E2,Plod1
Q9R1E6,Enpp2
Q9WU94,Or55b10
Q9WVH4,Foxo3
Q9Z0X4,Pde3a
Q9Z1T6,Pikfyve
Q9Z2Q2,Knop1
Q9Z2X1,Hnrnpf
A0A075B5X6,Ighv1-67
A0A0A6YVW6,Sprr5
A0A0B4J1G4,Il17d
A0A0G2JEV5,Trav7-1
A0A0U1RNU5,Zfp593os
A0A140LIE7,Or10h5
A0A1D5RLR5,Or8b101
A0A2I3BPJ2,Gm30083
A0A9L6KDR4,Gm57885
A2A8M8,Pramel11
A2AP18,Plch2
A2AVC4,Or5l14
A2RRY9,Srsf19
A2RST7,Vmn1r9
B1AS29,Grik3
D3Z430,Cimip5
E9PY03,Tstd1
E9PYQ4,Prol1
E9Q271,Wdr17
E9QAF5,Zfp760
O08542,Efna4
O08600,Endog
O88491,Nsd1
O89017,Lgmn
P01821,Ighv2-4
P10923,Spp1
P29974,Cnga1
P38060,Hmgcl
P41209,Cetn1
P42567,Eps15
P47936,Cnr2
P56475,Gabrr1
P62141,Ppp1cb
P63242,Eif5a
P97825,Jpt1
Q11136,Pepd
Q14AI6,Rpusd3
Q3UHJ0,Aak1
Q3UN70,Myrfl
Q3UPW2,Elf3
Q3UUD2,Spry3
Q3UXB0,Mbd3l2
Q60632,Nr2f1
Q64213,Sf1
Q672J9,Nox3
Q69ZN7,Myof
Q6QLQ4,Clec7a
Q7TN98,Cpeb4
Q7TQA5,Tas2r39
Q7TR25,Or5d40
Q7TS05,Or14c43
Q7TSV6,Got1l1
Q80UK5,Serpinb9f
Q80WR5,N/A
Q80Y37,Hsfy2
Q80YQ2,Med23
Q80Z09,Vmn2r81
Q8BFX1,Rnf187
Q8BGB5,Limd2
Q8BJI1,Slc6a17
Q8BKV0,Spock3
Q8BQB4,Fjx1
Q8BWM0,Ptges2
Q8C5L3,Cnot2
Q8C5N3,Cwc22
Q8C6P8,Zfp57
Q8CBA2,Slfn5
Q8CFS6,Kcnv2
Q8K009,Aldh1l2
Q8VCV9,Mfsd4b1
Q8VF17,Or2a20
Q8VF69,Or2aa1
Q8VF72,Or10g3
Q8VF80,Or2r11
Q8VFV0,Or4d11
Q91VN2,Gm5617
Q91XZ9,Pcdhb20
Q91ZC5,Mrgpra7
Q922R8,Pdia6
Q924Z4,Cers2
Q9CQS5,Riok2
Q9CWH4,Rec114
Q9CY02,Ahsp
Q9CYT6,Cap2
Q9D1H7,Get4
Q9D260,9230112D13Rik
Q9D2C6,Polr3h
Q9D2D9,Klhdc8b
Q9D506,Gm3404
Q9DA75,Mfsd2a
Q9DBC0,Selenoo
Q9DBL1,Acadsb
Q9ER71,Rhoj
Q9JHS4,Clpx
Q9JIF3,Slc2a8
Q9JJD0,Thap11
Q9JM63,Kcnj10
Q9QXY6,Ehd3
Q9Z2D7,Mbd4
Q9Z2L7,Crlf3
A0A087WP35,Gm28919
A0A1W2P6H7,Gm32687
A2A4M7,Krtap31-3
A2A863,Itgb4
A2ATE5,Or5m3
A8R0U8,Esp15
D3YUK8,Pttg1ip2
D3YUU5,Lce1j
D3Z3L3,Trim12c
D3Z6P0,Pdia2
E9Q4S1,Pde8b
E9Q784,Zc3h13
G5E8D7,Oosp3
O08859,Tnfaip6
O35633,Slc32a1
O54834,Arhgap6
O70200,Aif1
O88951,Lin7b
P01653,N/A
P01657,N/A
P01659,N/A
P01663,N/A
P01740,N/A
P01747,N/A
P01756,N/A
P01789,N/A
P01797,N/A
P01896,N/A
P01915,N/A
P06324,N/A
P06329,N/A
P08046,Egr1
P12961,Scg5
P14234,Fgr
P16381,D1Pas1
P18525,N/A
P18526,N/A
P18527,N/A
P20040,N/A
P23299,Kcne1
P28063,Psmb8
P29594,Casp2
P35822,Ptprk
P41216,Acsl1
P62821,Rab1a
P83853,N/A
P84751,N/A
P97376,Frg1
Q1HFZ0,Nsun2
Q3U1U7,Ahrr
Q3U381,Znf692
Q3URF8,Kctd21
Q4KL66,Psg28
Q5U430,Ubr3
Q61137,Astn1
Q61670,Hlx
Q62401,Ccl12
Q64338,Pde1c
Q66JV7,N/A
Q6NZH9,Rasgrp3
Q6P9S1,Atmin
Q6ZWY9,H2bc4
Q71RI9,Kyat3
Q7TPZ8,Cpa1
Q7TQR7,Or5an1b
Q7TR47,Or5w10
Q80SY4,Mib1
Q80TY0,Fnbp1
Q80UU9,Pgrmc2
Q80XI1,Fbxo34
Q80Y73,Hoatz
Q80ZK0,Mrps10
Q8BK72,Mrps27
Q8BLA8,Trpa1
Q8BXN9,Tmem87a
Q8BZL1,Neu4
Q8C3J5,Dock2
Q8CCS6,Pabpn1
Q8K1F9,Lctl
Q8VFC3,Or11i1
Q8VGG9,Or1ad8
Q8VHJ5,Mark1
Q925H2,Krtap19-1
Q925N2,Sfxn2
Q9CRA8,Exosc5
Q9CXD9,Lrrc17
Q9D2Z4,Senp8
Q9D3A9,Ttyh1
Q9D7J7,Capns2
Q9DBK7,Uba7
Q9ERE8,Tlnrd1
Q9ERS4,Plekha3
Q9ERT9,Ppp1r1a
Q9ESK4,Ing2
Q9JHG7,Pik3cg
Q9JLF1,Gabrq
Q9R0A0,Pex14
Q9WUM4,Coro1c
Q9Z0G9,Cldn3
Q9Z266,Snapin
A0A075B661,Trdv5
A0A0G2JF50,Traj32
A0A286YDY8,Prss51
A0A571BE33,Vwa3b
A2AC93,Dnai2
A2ANX9,Znf711
A2BEE3,Samt1d
B1AQ87,Gm14190
D3Z714,Krtap20-20
E9PYY5,Dnai4
E9Q3G0,Zscan4b
J3QMQ1,Gm21903
K7N6S8,Speer4e1
L7N2A0,Vmn2r15
O08546,U90926
O09061,Psmb1
O35218,Cpsf2
O70421,Fzd1
O70566,Diaph2
P02104,Hbb-y
P04345,Cryga
P0DP99,Stmp1
P21981,Tgm2
P28700,Rxra
P29758,Oat
P35991,Btk
P42582,Nkx2-5
P43120,Hhex
P47934,Crat
P63268,Actg2
P80314,Cct2
P86046,Kcnj13
P98086,C1qa
P99028,Uqcrh
Q04592,Pcsk5
Q3TY92,Mbd6
Q3TZI6,Ccnj
Q3U108,Arid5a
Q3UFM5,Nom1
Q3UHX9,Spout1
Q4KL65,Psg26
Q5RJY2,G2e3
Q60932,Vdac1
Q60988,Stil
Q61010,Dtx1
Q6A051,Atrnl1
Q6P5F9,Xpo1
Q6PEB6,Mob4
Q6WIZ7,Aoc1l3
Q6ZWX0,Wdr83os
Q7TNL7,Dusp9
Q7TQU8,Or7c70
Q7TR64,Or8k38
Q7TRP4,Or52n2b
Q7TS02,Or14a259
Q7TS72,Itpkc
Q80SX5,Otop2
Q80SX8,Pif1
Q80ZJ8,Cracr2b
Q8BG89,Znf365
Q8BGE6,Atg4b
Q8BH10,Orai2
Q8BL43,Rassf10
Q8BLF2,Cdkl3
Q8BMC1,Atp6v1g3
Q8BME9,Cbln4
Q8BMJ7,Cgrrf1
Q8BRJ3,Rell2
Q8CB27,Yod1
Q8CDV4,Trim52
Q8CET0,4921517D22Rik
Q8K0R8,BC030500
Q8R0P8,Abhd8
Q8R180,Ero1a
Q8R3N6,Thoc1
Q8VDR9,Dock6
Q8VEU6,Or5b122
Q8VFB1,Or4a81
Q8VFX3,Or5b97
Q91WM0,Zfp617
Q91XY9,Pcdhga10
Q91YU6,Lzts2
Q91ZV4,Mogat1
Q924H8,Or9a2
Q99LS3,Psph
Q99M31,Hspa14
Q99MB2,Mtfr1
Q99MZ7,Pecr
Q9CQJ7,Pttg1
Q9CWF2,Tubb2b
Q9CWM2,Cdca4
Q9D1F5,Mrnip
Q9D306,Mgat4c
Q9D700,Dusp26
Q9D8Q6,Pou2af2
Q9QUN5,Prl3c1
Q9R1Q6,Tmem176b
Q9R1Z8,Sorbs3
Q9Z123,Sema4f
Q9Z1F6,Cnmd
A0A8V5L1A2,Vmn2r55
A1L314,Mpeg1
A2ADZ8,Iqcc
B1B212,H60b
B2RVW2,Clrn2
B7ZNG4,Troap
E9PXJ8,Vmn2r90
E9Q9R9,Dlg5
E9QMW4,N/A
F2Z3W5,Msantd5f5
G3X9M9,Tmem116
G3X9X1,Kbtbd2
L7N2E5,Vmn2r39
O08908,Pik3r2
O35449,Prrt1
O35942,Nek2
O70157,Top3a
O70492,Snx3
O88947,F10
P09542,Myl3
P09690,Chrnb1
P0CW02,Ly6c1
P10749,Il1b
P14097,Ccl4
P30875,Sstr2
P34057,Rcvrn
P40935,Pnmt
P50153,Gng4
P52624,Upp1
P58660,Card10
P62334,Psmc6
P62627,Dynlrb1
P70447,Neurog2
Q02248,Ctnnb1
Q04447,Ckb
Q05186,Rcn1
Q07243,Mtf1
Q19A41,Klf14
Q3L180,Defa26
Q3TFQ1,Spryd7
Q3U155,Ccdc174
Q3U4H6,Hexd
Q3UTC4,Spopfm2
Q571G4,Lin54
Q60598,Cttn
Q62205,Scn9a
Q62230,Siglec1
Q6P6J9,Txndc15
Q7TQT5,Or2y10
Q7TQT9,Or1f12
Q80WM3,Cplx4
Q810G1,Ifna16
Q8BFS9,Asnsd1
Q8BKE6,Cyp20a1
Q8BLH7,Hirip3
Q8BMA5,Npat
Q8BND4,Ints6l
Q8BTZ4,Anapc5
Q8BVN9,Mael
Q8BZ05,Arap2
Q8C2E7,Washc5
Q8CG03,Pde5a
Q8CHW1,Thap1
Q8CHX7,Rftn2
Q8K1C7,Slc16a14
Q8K2Q7,Brox
Q8K385,FRRS1
Q8K4C5,Il17c
Q8K4R4,Pitpnc1
Q8R1T4,Slc35a3
Q8R2R3,Aagab
Q8VEL9,Rem2
Q8VEZ2,Or4x6
Q8VG13,Or5p79
Q8VG74,Or4d10c
Q8VH10,Or10g9
Q920Q8,Ivns1abp
Q921M4,Golga2
Q96DY5,Rnf112
Q9CPT4,Mydgf
Q9CR25,Dph2
Q9CZW6,Rnf146
Q9D0E3,Lysmd1
Q9D5Q6,Speer4f1
Q9D5R2,Wdr20
Q9D925,Lyzl4
Q9DAH1,Scp2d1
Q9DAU7,Wfdc2
Q9DCA7,Caly
Q9DCC7,Isoc2b
Q9EPN1,Nbea
Q9ERD6,Ralgps2
Q9ERG2,Strn3
Q9JI76,Adam21
Q9JIW4,Polm
Q9QY00,Or5g26
Q9WU56,Pus1
Q9WUB6,Clcnkb
Q9Z2V9,Ccni
Q9Z2W9,Gria3
A0A075B5R2,Ighv7-3
A0A0G2JEM0,Trav3d-3
A0A1D5RLX6,Syde2
A0A1Y7VJ58,Gm7544
A2AQA1,Zfp345
A2ART4,Gm4631
A2BI50,Xlr5b
A4Q9F1,Ttll8
B2RRA8,Zfp114
B9EJ57,Mterf1b
E9Q2A7,Gm3594
E9Q373,Vmn1r238
E9Q3H4,Susd1
E9Q401,Ryr2
E9Q5Z6,Adh6a
E9Q9Z6,Or5an11
F8VPZ8,Or51b17
G3X9P9,Semp2l2a
K7N684,Or10ak9
K7N6U2,Gm3542
O08750,Nfil3
O08911,Mapk12
O35344,Kpna3
O35668,Hap1
O35955,Psmb10
O54830,Prl7a1
O70145,Ncf2
O88522,Ikbkg
P01731,Cd8a
P04344,Crygb
P05622,Pdgfrb
P07351,Ifna4
P0C7A3,Mboat4
P30987,Tbxa2r
P31360,Pou3f2
P56983,Tmem14a
P58735,Slc26a1
P60060,Sec61g
P62830,Rpl23
P97329,Kif20a
P97447,Fhl1
Q00560,Il6st
Q01721,Gas1
Q2TL60,Znf667
Q3TTD8,Gm20737
Q3TTJ4,N/A
Q3TZM9,Alg11
Q3TZW0,Ecscr
Q3UIW8,Rnf224
Q504N0,Cpa2
Q5SP85,Ccdc85a
Q61187,Tsg101
Q61657,Hes3
Q63ZV0,Insm1
Q66JW3,Tox
Q6IMP4,Panx2
Q6NXZ1,Krba1
Q6P253,Dmkn
Q6PGK7,Chst10
Q78JE5,Fbxo22
Q7TR27,Or5d38
Q7TR59,Or5t16
Q7TRX6,Or1e32
Q80X89,Ugt2a1
Q80ZU0,Arl5a
Q8BLA1,Dlec1
Q8BTE5,Cebpzos
Q8BU04,Ubr7
Q8C0G2,Traf3ip3
Q8C646,Potefam3b
Q8CD73,Gm13279
Q8CHR9,Pih1d2
Q8K1S1,Lgi4
Q8K1S4,Unc5a
Q8K4J6,Mrtfa
Q8VD76,Gtf2h3
Q8VD98,Klrb1f
Q8VFD8,Or11m3
Q8VFK3,Or5b104
Q8VFX4,Or5b96
Q8VGX9,Or52p1
Q91XX1,Pcdhgc3
Q91YE7,Rbm5
Q9CPQ1,Cox6c
Q9CQ82,Itgb3bp
Q9CQV6,Map1lc3b
Q9CR29,Ccdc43
Q9CWR2,Smyd3
Q9D0F9,Pgm1
Q9D176,Susd3
Q9DAM5,Slc25a19
Q9DAV6,Serpinb9b
Q9EQR5,Lime1
Q9ERI2,Rab27a
Q9JJU9,Crybb3
Q9JKN5,Olig1
Q9QZW0,Atp11c
Q9R049,Amfr
Q9WTU6,Mapk9
Q9Z2C5,Mtm1
A0A0A6YX29,Gm38119
A0A0G2JFC2,Traj5
A0A9L6KDY4,Gm58608
A2A7A5,Zfp985
A2RTS7,Morn1
B2RQY6,BC035947
C0HKG6,Rnaset2b
E9PVW0,Mup8
E9Q407,Or51s1
E9Q7P2,Cacna1i
K7N5P2,Gm3402
L7N1X6,Fbxw15
L7N481,Gm6309
O09106,Hdac1
O35098,Dpysl4
O70250,Pgam2
O88427,Cacna1h
P0DP26,Calm1
P11859,Agt
P14152,Mdh1
P17141,Zfp37
P18531,Ighv3-6
P20444,Prkca
P35413,Gpr3
P43346,Dck
P52482,Ube2e1
P59764,Dock4
P70694,Akr1c6
P79621,Ciita
Q02862,Csn1s2a
Q09098,Pate4
Q283N4,Urad
Q32Q92,Acot6
Q3TBV4,Kcnk6
Q3UHX8,Nkx6-3
Q3UIA2,Arhgap17
Q5DU28,Pcnx2
Q5ERJ0,Defa38
Q5QNQ9,Col27a1
Q61062,Dvl3
Q61762,Kcna5
Q62252,Spa17
Q62431,Arid3a
Q64263,Defa-rs10
Q64702,Plk4
Q64729,Tgfbr1
Q69ZT9,Tbc1d30
Q6P5H2,Nes
Q6PDS3,Sarm1
Q78MG2,Or2m13
Q7TNI7,Il17f
Q7TQU5,Or2b2
Q7TRY0,Or1ab2
Q7TS30,Or2b11
Q7TSG1,Cep120
Q80TI0,Gramd1b
Q8BK35,Nop53
Q8BLY2,Tars3
Q8BNE1,Tcaf1
Q8BVF2,Pdcl3
Q8BWG6,Slc22a29
Q8CEQ0,Cdkl1
Q8K0Z7,Taco1
Q8K158,Cnppd1
Q8K3M5,Cables2
Q8K3W2,Lrrc10
Q8QZX0,Sbk1
Q8R264,Vmn1r215
Q8R268,Vmn1r212
Q8R2A5,Vmn1r225
Q8R2N1,Aqp3
Q8R3Q2,Ppp6r2
Q8VDS7,Cep57l1
Q8VEX5,Or5h18
Q8VFM1,Or8h10
Q8VGH2,Or13a1
Q8VI56,Lrp4
Q91XY6,Pcdhga2
Q99JB7,Amn
Q99JW1,Abhd17a
Q99LS1,Mmadhc
Q99M15,Pstpip2
Q99NB8,Ubqln4
Q99NE5,Rims1
Q9D0B8,Ribc1
Q9D0E1,Hnrnpm
Q9D5V5,Cul5
Q9D742,Ap5s1
Q9DAK8,Lrrc51
Q9DAN6,Gtsf1
Q9EPN9,Or51ai2
Q9EPT5,Slco2a1
Q9ERE2,Krt81
Q9JHH9,Copz2
Q9JIK5,Ddx21
Q9QXX3,Pla2g10
Q9QXY9,Pex3
Q9QZU4,Plaat1
Q9Z0S6,Cldn10
Q9Z1X4,Ilf3
A0A075B5N9,Igkv3-7
A0A075B5P0,Igkv3-2
A0A0G2JGJ6,Gm21190
A0A140LHT4,Gm9195
A0A140T8M3,Igkv8-30
A2AJ76,Hmcn2
A3KG49,Pwwp4c
B0V2W5,Zfp472
B1ATY8,Arl16
D3YYM0,Ovol3
D3YYZ0,Cyp3a57
D3Z5S8,Tent5a
E9PVG8,Fcgbpl1
E9Q9F6,Catsperd
E9Q9M8,Pwwp2b
F7CZ33,Krtap12-23
O35943,Fxn
O88632,Sema3f
P08226,Apoe
P0DJI6,Fcor
P17257,Fam167b
P23589,Ca5a
P28662,Bri3
P33267,Cyp2f2
P38585,Ttl
P51163,Uros
P54729,Nub1
P56959,Fus
P58749,Tm6sf1
P63073,Eif4e
P82020,Defb2
Q00356,Mcptl
Q08642,Padi2
Q3TP92,Ctdnep1
Q3UXZ9,Kdm5a
Q52KG3,Magee2
Q5M8N4,Sdr39u1
Q5RKR3,Islr2
Q5SXJ3,Brip1
Q60819,Il15ra
Q61647,Has1
Q63961,Eng
Q64345,Ifit3
Q67DU8,Clec4b2
Q6DFV5,Helz
Q6NVH0,Tvp23a
Q6NXH2,Manea
Q6P7W2,Shkbp1
Q6P9Q3,Zbtb26
Q6WBX7,Rad9b
Q6ZWS4,Cnih3
Q76M80,Kcnk12
Q7TRV1,Or10ab4
Q80U56,Avl9
Q80UP8,Slc20a2
Q8BFR2,Fstl5
Q8BGX7,Spidr
Q8BH00,Aldh8a1
Q8BMC0,Lpar6
Q8BQ48,Cep295
Q8BWN8,Acot4
Q8BZG5,Mettl25b
Q8C0X7,Slco6c1
Q8C2B3,Hdac7
Q8C3X2,Ccdc90b
Q8C6U2,Slc66a3
Q8C6Y6,Asb14
Q8CDE2,Ccin
Q8JZL0,Znf467
Q8K2A8,Alg3
Q8K2F3,Depp1
Q8R081,Hnrnpl
Q8R1U2,Cgref1
Q8R411,Myct1
Q8VG26,Or52e5
Q91VH2,Snx9
Q91X83,Mat1a
Q921K9,Bcl7b
Q99NA2,Atoh8
Q99PL8,Slc19a3
Q99PV5,Bhlhe41
Q9CQA9,Ntpcr
Q9CQL0,Mettl21A
Q9CWU2,Zdhhc13
Q9CXW2,Mrps22
Q9CZB9,Tmem128
Q9D067,Mdm1
Q9D915,Tcim
Q9DA48,Spaca1
Q9DAY2,Prl8a6
Q9ER65,Clstn2
Q9ES90,Gpr35
Q9JHJ5,Htr3b
Q9QXK8,Nmu
Q9QYF9,Ndrg3
Q9QYI4,Dnajb12
Q9WTN0,Ggps1
Q9WTZ1,Rnf7
Q9WU28,Pfdn5
Q9Z1A1,Tfg
A0A087WQJ0,Scgb1b11
A0A0G2JFS5,Ighv1-69
A0A0N4SV92,Duxf3
A0A2I3BRN2,Gprin2
A0ABA7IXC8,Spin2-ps8
A2A8T1,Cyp4a32
A2AF53,Tmem185a
A2ALU4,Shroom2
A2AWM0,Rhox3c
A3KFU9,Disp3
B1AT66,Slc16a6
B1AX30,1700031F05Rik
B1AX85,6030498E09Rik
B2RT41,Zfc3h1
C0HKE8,Hist1h2ao
E9PW05,Zfp54
E9Q6S4,Gm17067
G5E8K6,Slc16a5
O35219,Kcnh2
O35632,Hyal2
O35864,Cops5
O54831,Prl7a2
O54863,Tssk2
O54956,Pole2
O55196,Enam
O70255,Mpzl2
P04939,Mup3
P11610,Cd1d2
P23772,Gata3
P23780,Glb1
P24472,Gsta4
P25962,Adrb3
P28828,Ptprm
P43252,Ptgir
P50713,Defa15
P51436,Drd4
P52801,Efna2
P53810,Pitpna
P54822,Adsl
P97314,Csrp2
Q00PI9,Hnrnpul2
Q0VDN7,Rundc1
Q3TY60,Fam131b
Q3UW22,Defb48
Q3UW98,Clca4b
Q505K2,Fhip1a
Q5EBP3,Armc5
Q60739,Bag1
Q60838,Dvl2
Q60949,Tbc1d1
Q61858,Gpank1
Q64326,Mc2r
Q66LM6,Fam170a
Q6DFV3,Arhgap21
Q6L8S8,B4galnt3
Q7TQG0,Zbtb5
Q7TQS4,Or6b2b
Q80SZ7,Gng5
Q80TL7,Mon2
Q80ZX9,Or13e8
Q811P0,Slc36a3
Q8BFQ2,TMEM229B
Q8BIQ3,Znf2
Q8BPE4,Tmem177
Q8BU14,Sec62
Q8C1C1,Psapl1
Q8C8M1,Sinhcaf
Q8CGR6,Klk13
Q8JZM7,Cdc73
Q8K410,Adam32
Q8K4H1,Afmid
Q8R124,Klhl36
Q8R1Q0,Stx19
Q8R2D9,Vmn1r32
Q8R4V5,Oit3
Q8VC85,Lsm1
Q8VCR2,Hsd17b13
Q91VE2,P2rx5
Q91ZP4,Slc5a4b
Q920S2,Prss41
Q924C1,Xpo5
Q925N1,Sfxn4
Q99JG7,Tnip2
Q99KP6,Prpf19
Q9CQH5,Lce1a1
Q9CQJ2,Pih1d1
Q9CR61,Ndufb7
Q9CRA9,Fgfr1op2
Q9CZB0,Sdhc
Q9D123,Tmem219
Q9D2Q2,Trmt44
Q9D4F2,Plpp6
Q9D975,Srxn1
Q9DBA6,Tysnd1
Q9DC70,Ndufs7
Q9EP73,Cd274
Q9EPL9,Acox3
Q9ESS2,Fgf22
Q9JMG3,Tmub1
Q9Z277,Baz1b
A0A087WSB9,Ms4a12
A0A0J9YUH2,Potefam3d
A0A0M6L0J6,Prl3d3
A0A9L6KDW2,Gm66680
A0ABA7IW32,N/A
A2AFR3,Frmpd4
A2AJI0,Map7d1
A2BEI8,Msantd5f8
A2CG71,Btbd35f20
A6H639,Tcte1
A6H8H5,Kcnb2
B2RQG2,Phf3
B2RXC1,Trappc11
E9PZ87,Pappa2
E9Q286,Ice1
E9Q9Z8,Gm3173
F7BTS7,Gm5798
G3X9V8,Serpinb3a
J3QK38,Gm20826
J3QQ23,Gm21310
O09035,Dbil5
O35291,Rnase2
P11157,Rrm2
P11928,Oas1a
P26323,Fli1
P31001,Des
P32037,Slc2a3
P42125,Eci1
P43027,Gdf5
P62046,Lrch1
P63085,Mapk1
Q08775,Runx2
Q0GA42,Cnnm1
Q2WG76,Ripply2
Q3TA38,Tmem120b
Q3U4N7,Igflr1
Q3ULB5,Pak6
Q3UPH1,Prrc1
Q3USY0,Slc38a11
Q5DTT4,Rtl5
Q5FWH2,Unkl
Q5HZI2,C2cd4c
Q5NC44,Or2t49
Q5QNS5,Havcr1
Q5R1C3,Trav3-3
Q5U462,Cdcp1
Q61191,Hcfc1
Q66JT7,Coq2
Q68FD5,Cltc
Q6NS86,Znf366
Q6NWV3,Ift122
Q6URW6,Myh14
Q6VNS1,Ntrk3
Q6ZQ18,Efr3b
Q6ZQL4,Wdr43
Q7TRG0,Or7g32
Q80TF6,Stard9
Q80TM9,Nisch
Q80V24,Vgll4
Q80X19,Col14a1
Q8BH44,Coro2b
Q8BHK4,Zfp799
Q8BI06,Cemip
Q8BIK6,Tmprss7
Q8BN59,Larp6
Q8BUN5,Smad3
Q8BX39,Cphx1
Q8C7B6,Fbxl22
Q8CHG7,Rapgef2
Q8JZX1,Scgb2b26
Q8K207,N/A
Q8R104,Sirt3
Q8R1W8,Impg1
Q8VC69,Slc22a6
